#Digilent WaveForms Logger;;;;
#Device Name: Discovery;;;;
#Serial Number: SN:210244449844;;;;
#Date Time: 2017-02-04 17:52::30.935;;;;
;;;;
Time (s);C1 DC (V);C2 DC (V);Sense-Power (W);Current (A)
5166;0.047618986;12.64702689;0.000206143;0.004328999
5167;0.048413058;12.64798217;0.000213075;0.004401187
5168;0.048640859;12.6473637;0.000215085;0.004421896
5169;0.04716683;12.64690363;0.000202246;0.004287894
5170;0.047359104;12.6473831;0.000203899;0.004305373
5171;0.049655626;12.64767789;0.000224153;0.004514148
5172;0.049645721;12.64754989;0.000224063;0.004513247
5173;0.048417149;12.64728914;0.000213111;0.004401559
5174;0.047696929;12.64797635;0.000206818;0.004336084
5175;0.048228966;12.64699219;0.000211458;0.004384451
5176;0.049645075;12.64675041;0.000224058;0.004513189
5177;0.04989979;12.64736607;0.000226363;0.004536345
5178;0.047842911;12.64775569;0.000208086;0.004349356
5179;0.047895232;12.64748373;0.000208541;0.004354112
5180;0.049921752;12.64664568;0.000226562;0.004538341
5181;0.050608167;12.64737599;0.000232835;0.004600742
5182;0.050375845;12.64719002;0.000230702;0.004579622
5183;0.048547198;12.64721674;0.000214257;0.004413382
5184;0.048453106;12.64738547;0.000213428;0.004404828
5185;0.051200061;12.64769535;0.000238313;0.004654551
5186;0.0512442;12.64708615;0.000238724;0.004658564
5187;0.050382951;12.64775978;0.000230767;0.004580268
5188;0.048983205;12.64745335;0.000218123;0.004453019
5189;0.049918307;12.6477865;0.000226531;0.004538028
5190;0.052038056;12.64798001;0.000246178;0.004730732
5191;0.052150665;12.64815478;0.000247245;0.00474097
5192;0.05048264;12.64862218;0.000231682;0.004589331
5193;0.049675865;12.6485097;0.000224336;0.004515988
5194;0.051043098;12.64841962;0.000236854;0.004640282
5195;0.052248201;12.64790739;0.00024817;0.004749836
5196;0.051962051;12.64786839;0.00024546;0.004723823
5197;0.049334595;12.64842414;0.000221264;0.004484963
5198;0.049981393;12.64829097;0.000227104;0.004543763
5199;0.052303537;12.64783456;0.000248696;0.004754867
5200;0.052569663;12.64842177;0.000251234;0.00477906
5201;0.05145456;12.64788498;0.000240688;0.004677687
5202;0.050290797;12.64780568;0.000229924;0.004571891
5203;0.050893456;12.64772422;0.000235468;0.004626678
5204;0.05275763;12.64789468;0.000253033;0.004796148
5205;0.052922344;12.64840928;0.000254616;0.004811122
5206;0.051612599;12.6483261;0.000242169;0.004692054
5207;0.051079271;12.64843061;0.00023719;0.00464357
5208;0.052431001;12.64850043;0.00024991;0.004766455
5209;0.053203973;12.64857693;0.000257333;0.004836725
5210;0.053374285;12.6484388;0.000258983;0.004852208
5211;0.051407622;12.64829162;0.000240249;0.00467342
5212;0.051384799;12.64853318;0.000240036;0.004671345
5213;0.053166293;12.64901869;0.000256969;0.004833299
5214;0.05346041;12.64899714;0.00025982;0.004860037
5215;0.05292299;12.64888401;0.000254622;0.004811181
5216;0.051512479;12.64901309;0.00024123;0.004682953
5217;0.05177516;12.64918871;0.000243697;0.004706833
5218;0.053610052;12.64885772;0.000261276;0.004873641
5219;0.053993738;12.64907278;0.000265029;0.004908522
5220;0.052249924;12.64907709;0.000248187;0.004749993
5221;0.051380493;12.64911351;0.000239996;0.004670954
5222;0.052882727;12.64930443;0.000254235;0.004807521
5223;0.053814168;12.64934839;0.00026327;0.004892197
5224;0.053710172;12.64918031;0.000262253;0.004882743
5225;0.051657384;12.64933827;0.00024259;0.004696126
5226;0.051499345;12.64902623;0.000241108;0.004681759
5227;0.053831608;12.64913376;0.00026344;0.004893783
5228;0.054437928;12.64928806;0.000269408;0.004948903
5229;0.053481295;12.6493999;0.000260023;0.004861936
5230;0.052092315;12.64905252;0.000246692;0.004735665
5231;0.052353058;12.64899046;0.000249168;0.004759369
5232;0.054847667;12.64895598;0.000273479;0.004986152
5233;0.054940682;12.64869976;0.000274407;0.004994607
5234;0.053631152;12.64901395;0.000261482;0.004875559
5235;0.052883157;12.64919216;0.000254239;0.00480756
5236;0.054010533;12.64916975;0.000265194;0.004910048
5237;0.055198841;12.64911566;0.000276992;0.005018076
5238;0.055357311;12.64921802;0.000278585;0.005032483
5239;0.05326426;12.64908334;0.000257916;0.004842205
5240;0.053248112;12.6492678;0.00025776;0.004840737
5241;0.055516212;12.64918591;0.000280186;0.005046928
5242;0.056547342;12.64932297;0.000290691;0.005140667
5243;0.055918415;12.64931542;0.000284261;0.005083492
5244;0.054419626;12.64918203;0.000269227;0.004947239
5245;0.055031759;12.64907019;0.000275318;0.005002887
5246;0.05683866;12.64903399;0.000293694;0.005167151
5247;0.057089714;12.64904369;0.000296294;0.005189974
5248;0.055847577;12.649201;0.000283541;0.005077052
5249;0.054772308;12.64912299;0.000272728;0.004979301
5250;0.055785567;12.64947704;0.000282912;0.005071415
5251;0.057145265;12.64949342;0.000296871;0.005195024
5252;0.057033733;12.65005306;0.000295713;0.005184885
5253;0.055322215;12.6493805;0.000278232;0.005029292
5254;0.055248794;12.64960957;0.000277494;0.005022618
5255;0.056751028;12.64945183;0.000292789;0.005159184
5256;0.057477276;12.64948415;0.000300331;0.005225207
5257;0.057267347;12.64962379;0.000298141;0.005206122
5258;0.055601475;12.64953803;0.000281048;0.00505468
5259;0.055719467;12.64940636;0.000282242;0.005065406
5260;0.057448209;12.65007051;0.000300027;0.005222564
5261;0.058453502;12.65001082;0.000310619;0.005313955
5262;0.057451008;12.65017567;0.000300056;0.005222819
5263;0.055906142;12.64981666;0.000284136;0.005082377
5264;0.056796889;12.64943222;0.000293262;0.005163354
5265;0.058443383;12.64956927;0.000310512;0.005313035
5266;0.058459531;12.64938567;0.000310683;0.005314503
5267;0.056176144;12.64993389;0.000286887;0.005106922
5268;0.055985162;12.650055;0.00028494;0.00508956
5269;0.057657277;12.6498395;0.000302215;0.005241571
5270;0.059056808;12.65062196;0.000317064;0.005368801
5271;0.058577307;12.64995285;0.000311936;0.00532521
5272;0.056570811;12.6500746;0.000290932;0.005142801
5273;0.056451528;12.6499716;0.000289707;0.005131957
5274;0.058897692;12.65047434;0.000315358;0.005354336
5275;0.058886496;12.64968456;0.000315238;0.005353318
5276;0.057457683;12.64943438;0.000300126;0.005223426
5277;0.056536146;12.6498102;0.000290576;0.00513965
5278;0.057695388;12.65004163;0.000302614;0.005245035
5279;0.059416379;12.65081612;0.000320937;0.005401489
5280;0.059206234;12.64956022;0.000318671;0.005382385
5281;0.057854934;12.64940636;0.00030429;0.005259539
5282;0.057661153;12.64980567;0.000302255;0.005241923
5283;0.05904841;12.65004077;0.000316974;0.005368037
5284;0.05986875;12.65003883;0.000325842;0.005442614
5285;0.059480542;12.65003603;0.00032163;0.005407322
5286;0.057255505;12.65012675;0.000298018;0.005205046
5287;0.056602893;12.64958048;0.000291262;0.005145718
5288;0.059817075;12.6500634;0.00032528;0.005437916
5289;0.059698223;12.64969491;0.000323989;0.005427111
5290;0.058505608;12.64981881;0.000311173;0.005318692
5291;0.057657923;12.64981817;0.000302221;0.005241629
5292;0.058438861;12.65017718;0.000310464;0.005312624
5293;0.060298729;12.6503041;0.00033054;0.005481703
5294;0.060999571;12.65002677;0.000338268;0.005545416
5295;0.058974343;12.64985006;0.000316179;0.005361304
5296;0.058137424;12.65018882;0.000307269;0.00528522
5297;0.060019469;12.65003926;0.000327485;0.005456315
5298;0.06058897;12.65048577;0.000333729;0.005508088
5299;0.060049613;12.65046874;0.000327814;0.005459056
5300;0.05841367;12.65062907;0.000310196;0.005310334
5301;0.058635441;12.65022006;0.000312556;0.005330495
5302;0.061220696;12.65015434;0.000340725;0.005565518
5303;0.061064595;12.65088594;0.00033899;0.005551327
5304;0.05997533;12.65084995;0.000327004;0.005452303
5305;0.058749342;12.65069458;0.000313771;0.005340849
5306;0.059501643;12.65100834;0.000321859;0.00540924
5307;0.061234476;12.65092149;0.000340878;0.005566771
5308;0.061407803;12.65101114;0.000342811;0.005582528
5309;0.059185995;12.65018731;0.000318453;0.005380545
5310;0.058829868;12.65017201;0.000314632;0.00534817
5311;0.061045432;12.65074737;0.000338777;0.005549585
5312;0.062284555;12.6506351;0.00035267;0.005662232
5313;0.062141587;12.6503347;0.000351052;0.005649235
5314;0.059766046;12.65066419;0.000324725;0.005433277
5315;0.059561284;12.65093033;0.000322504;0.005414662
5316;0.062340536;12.65113354;0.000353304;0.005667321
5317;0.06248135;12.65154879;0.000354902;0.005680123
5318;0.060883302;12.6513486;0.00033698;0.005534846
5319;0.059760448;12.65110035;0.000324665;0.005432768
5320;0.060553659;12.65145117;0.000333341;0.005504878
5321;0.062561016;12.65174037;0.000355807;0.005687365
5322;0.062876879;12.65185953;0.000359409;0.00571608
5323;0.06095457;12.65139364;0.000337769;0.005541325
5324;0.05961339;12.65138954;0.000323069;0.005419399
5325;0.061555938;12.65104238;0.000344467;0.005595994
5326;0.061812375;12.65168585;0.000347343;0.005619307
5327;0.061650675;12.65129429;0.000345528;0.005604607
5328;0.060309064;12.65062303;0.000330653;0.005482642
5329;0.060809881;12.65161904;0.000336167;0.005528171
5330;0.062975492;12.65121133;0.000360538;0.005725045
5331;0.062571351;12.65108311;0.000355925;0.005688305
5332;0.0611406;12.65233513;0.000339834;0.005558236
5333;0.061026054;12.65198754;0.000338562;0.005547823
5334;0.062111659;12.65139838;0.000350714;0.005646514
5335;0.063014463;12.65171838;0.000360984;0.005728588
5336;0.063285326;12.65113332;0.000364094;0.005753211
5337;0.061334381;12.65123848;0.000341991;0.005575853
5338;0.060489711;12.65213558;0.000332637;0.005499065
5339;0.062450991;12.65167055;0.000354557;0.005677363
5340;0.063186067;12.65200952;0.000362953;0.005744188
5341;0.062987765;12.65182548;0.000360678;0.00572616
5342;0.061680173;12.65179144;0.000345859;0.005607288
5343;0.061649383;12.65182893;0.000345513;0.005604489
5344;0.06365674;12.65179467;0.00036838;0.005786976
5345;0.063812196;12.65181256;0.000370181;0.005801109
5346;0.062441948;12.65208623;0.000354454;0.005676541
5347;0.062000342;12.65152487;0.000349458;0.005636395
5348;0.062584269;12.65147725;0.000356072;0.005689479
5349;0.064011575;12.65129063;0.000372498;0.005819234
5350;0.063908225;12.65109216;0.000371296;0.005809839
5351;0.062010462;12.65120422;0.000349572;0.005637315
5352;0.062097664;12.65101178;0.000350556;0.005645242
5353;0.063902196;12.65153629;0.000371226;0.005809291
5354;0.063911885;12.65177743;0.000371339;0.005810171
5355;0.063368437;12.65210175;0.000365051;0.005760767
5356;0.061868356;12.65185996;0.000347972;0.005624396
5357;0.062389627;12.65178152;0.000353861;0.005671784
5358;0.063965067;12.65206188;0.000371957;0.005815006
5359;0.064350476;12.65218557;0.000376453;0.005850043
5360;0.062898195;12.65229741;0.000359653;0.005718018
5361;0.06207484;12.65178497;0.000350299;0.005643167
5362;0.062859008;12.65213321;0.000359205;0.005714455
5363;0.064050762;12.65244072;0.000372955;0.005822797
5364;0.064789498;12.65231746;0.000381607;0.005889954
5365;0.062509556;12.65191621;0.000355222;0.005682687
5366;0.062262593;12.65198215;0.000352421;0.005660236
5367;0.064465669;12.65214204;0.000377802;0.005860515
5368;0.064988662;12.65191685;0.000383957;0.00590806
5369;0.063646405;12.65231724;0.00036826;0.005786037
5370;0.062435704;12.65241421;0.000354383;0.005675973
5371;0.063003483;12.65235064;0.000360858;0.005727589
5372;0.065047227;12.65217997;0.000384649;0.005913384
5373;0.065167371;12.65217782;0.000386071;0.005924306
5374;0.063629826;12.6525726;0.000368069;0.00578453
5375;0.062426661;12.65253079;0.000354281;0.005675151
5376;0.063696788;12.65232133;0.000368844;0.005790617
5377;0.065347588;12.65260751;0.00038821;0.00594069
5378;0.064638995;12.65248769;0.000379836;0.005876272
5379;0.062474245;12.6526088;0.000354821;0.005679477
5380;0.062418479;12.65237628;0.000354188;0.005674407
5381;0.064929882;12.65231401;0.000383263;0.005902717
5382;0.064458994;12.65255213;0.000377724;0.005859909
5383;0.064095762;12.65229547;0.000373479;0.005826887
5384;0.062671471;12.65220885;0.000357065;0.005697406
5385;0.063724564;12.65209291;0.000369165;0.005793142
5386;0.064717369;12.65249912;0.000380758;0.005883397
5387;0.065114189;12.65248899;0.000385442;0.005919472
5388;0.06325712;12.65246787;0.000363769;0.005750647
5389;0.06276707;12.65230646;0.000358155;0.005706097
5390;0.064948829;12.65203494;0.000383486;0.005904439
5391;0.066145535;12.65205197;0.000397748;0.00601323
5392;0.065694671;12.65156732;0.000392345;0.005972243
5393;0.063640376;12.6518048;0.000368191;0.005785489
5394;0.063406547;12.65204206;0.00036549;0.005764232
5395;0.066053166;12.65249006;0.000396638;0.006004833
5396;0.065947233;12.65211597;0.000395367;0.005995203
5397;0.065170816;12.65213644;0.000386112;0.00592462
5398;0.063419897;12.65258768;0.000365644;0.005765445
5399;0.064978542;12.65249157;0.000383837;0.00590714
5400;0.066842932;12.65257087;0.00040618;0.00607663
5401;0.066457523;12.65246097;0.000401509;0.006041593
5402;0.065039691;12.65235667;0.00038456;0.005912699
5403;0.06515273;12.65254933;0.000385898;0.005922975
5404;0.066294531;12.65278788;0.000399542;0.006026776
5405;0.067177527;12.65282602;0.000410256;0.006107048
5406;0.067421476;12.6527674;0.000413241;0.006129225
5407;0.065253712;12.65243986;0.000387095;0.005932156
5408;0.065487326;12.65239158;0.000389872;0.005953393
5409;0.067715162;12.65241055;0.000416849;0.006155924
5410;0.067595018;12.65213773;0.000415371;0.006145002
5411;0.066355034;12.65246377;0.000400272;0.006032276
5412;0.064945169;12.65261807;0.000383443;0.005904106
5413;0.065727829;12.65283528;0.000392741;0.005975257
5414;0.067376691;12.65269952;0.000412693;0.006125154
5415;0.067339227;12.65276546;0.000412234;0.006121748
5416;0.066014625;12.65264867;0.000396176;0.00600133
5417;0.065345865;12.65312577;0.000388189;0.005940533
5418;0.067125206;12.65318352;0.000409618;0.006102291
5419;0.068157844;12.65303354;0.000422317;0.006196168
5420;0.068402654;12.65309366;0.000425357;0.006218423
5421;0.066261158;12.65296135;0.00039914;0.006023742
5422;0.065861323;12.65250536;0.000394338;0.005987393
5423;0.068298443;12.65255191;0.000424062;0.006208949
5424;0.068620335;12.65245085;0.000428068;0.006238212
5425;0.068252151;12.65267517;0.000423487;0.006204741
5426;0.066957478;12.65282516;0.000407573;0.006087043
5427;0.067770282;12.65264651;0.000417528;0.006160935
5428;0.069085194;12.65276202;0.000433888;0.006280472
5429;0.069473618;12.65274327;0.00043878;0.006315783
5430;0.067077838;12.65272452;0.00040904;0.006097985
5431;0.067100661;12.65279219;0.000409318;0.00610006
5432;0.068370573;12.6527228;0.000424958;0.006215507
5433;0.06926821;12.65259609;0.00043619;0.00629711
5434;0.069521202;12.6530719;0.000439382;0.006320109
5435;0.067432026;12.6531137;0.000413371;0.006130184
5436;0.067962987;12.65293592;0.000419906;0.006178453
5437;0.07010233;12.65331152;0.000446758;0.006372939
5438;0.070074555;12.65366795;0.000446404;0.006370414
5439;0.06920254;12.65338371;0.000435363;0.00629114
5440;0.068340214;12.65274736;0.00042458;0.006212747
5441;0.069618523;12.652492;0.000440613;0.006328957
5442;0.071504659;12.65258617;0.000464811;0.006500424
5443;0.070943986;12.65254523;0.00045755;0.006449453
5444;0.069188544;12.65258833;0.000435187;0.006289868
5445;0.068835002;12.65241184;0.000430751;0.006257727
5446;0.070003286;12.65257001;0.000445496;0.006363935
5447;0.070855708;12.65257863;0.000456412;0.006441428
5448;0.070375777;12.65259652;0.00045025;0.006397798
5449;0.068453253;12.65273767;0.000425986;0.006223023
5450;0.069142468;12.65285877;0.000434607;0.006285679
5451;0.071212696;12.65289519;0.000461023;0.006473881
5452;0.071384084;12.65287472;0.000463244;0.006489462
5453;0.07086389;12.65298678;0.000456517;0.006442172
5454;0.07020611;12.65276999;0.000448082;0.006382374
5455;0.070642979;12.65270728;0.000453676;0.006422089
5456;0.072171697;12.65312857;0.000473523;0.006561063
5457;0.07226708;12.65284347;0.000474776;0.006569735
5458;0.069987568;12.65309021;0.000445296;0.006362506
5459;0.069899936;12.65289024;0.000444182;0.00635454
5460;0.07144308;12.65290338;0.00046401;0.006494825
5461;0.071799852;12.65293484;0.000468656;0.006527259
5462;0.071916767;12.65298721;0.000470184;0.006537888
5463;0.070622309;12.65340979;0.00045341;0.00642021
5464;0.070779702;12.65332014;0.000455433;0.006434518
5465;0.072738614;12.65301199;0.000480991;0.006612601
5466;0.072874476;12.6533154;0.00048279;0.006624952
5467;0.072010428;12.65351085;0.000471409;0.006546403
5468;0.070797143;12.65322877;0.000455658;0.006436104
5469;0.07203928;12.65330872;0.000471787;0.006549025
5470;0.073395747;12.65328631;0.000489721;0.006672341
5471;0.073403929;12.65313784;0.000489831;0.006673084
5472;0.07156021;12.65283485;0.000465533;0.006505474
5473;0.070759678;12.65337445;0.000455176;0.006432698
5474;0.07359039;12.65425129;0.000492322;0.006690035
5475;0.074152785;12.6533919;0.000499876;0.006741162
5476;0.073542375;12.65387482;0.00049168;0.00668567
5477;0.071503367;12.65384724;0.000464794;0.006500306
5478;0.072248348;12.65333846;0.000474529;0.006568032
5479;0.074610755;12.65358865;0.00050607;0.006782796
5480;0.074554773;12.65332101;0.00050531;0.006777707
5481;0.073616227;12.65285166;0.000492668;0.006692384
5482;0.072781461;12.65340979;0.000481558;0.006616496
5483;0.073914435;12.65298204;0.000496668;0.006719494
5484;0.075298462;12.65335204;0.000515442;0.006845315
5485;0.075599684;12.65340052;0.000519574;0.006872699
5486;0.072840026;12.65316326;0.000482334;0.006621821
5487;0.073096463;12.65352659;0.000485736;0.006645133
5488;0.07510748;12.65339815;0.00051283;0.006827953
5489;0.076074878;12.65309021;0.000526126;0.006915898
5490;0.074279389;12.65335074;0.000501584;0.006752672
5491;0.07259457;12.65352206;0.000479088;0.006599506
5492;0.072988161;12.65333652;0.000484297;0.006635287
5493;0.074949656;12.65350073;0.000510677;0.006813605
5494;0.075165615;12.65340526;0.000513625;0.006833238
5495;0.073557447;12.6537604;0.000491882;0.006687041
5496;0.072849069;12.65326325;0.000482453;0.006622643
5497;0.074202953;12.65306371;0.000500553;0.006745723
5498;0.074872144;12.65276266;0.000509622;0.006806559
5499;0.075287912;12.65291717;0.000515297;0.006844356
5500;0.072874907;12.65324278;0.000482796;0.006624992
5501;0.073204335;12.65353025;0.00048717;0.00665494
5502;0.075618201;12.65295057;0.000519828;0.006874382
5503;0.076029232;12.65361235;0.000525495;0.006911748
5504;0.076229903;12.65345289;0.000528273;0.006929991
5505;0.074864608;12.65351107;0.000509519;0.006805873
5506;0.075301477;12.65374596;0.000515483;0.006845589
5507;0.077008042;12.65358585;0.000539113;0.007000731
5508;0.077125818;12.65388517;0.000540763;0.007011438
5509;0.07583825;12.65358714;0.000522858;0.006894386
5510;0.074809273;12.65413126;0.000508766;0.006800843
5511;0.07644457;12.65459392;0.000531252;0.006949506
5512;0.077332518;12.65430473;0.000543665;0.007030229
5513;0.077164789;12.65391835;0.00054131;0.007014981
5514;0.074723794;12.6547814;0.000507604;0.006793072
5515;0.074662214;12.65438209;0.000506768;0.006787474
5516;0.076608422;12.65432003;0.000533532;0.006964402
5517;0.077121512;12.6536979;0.000540703;0.007011047
5518;0.076556317;12.65414333;0.000532806;0.006959665
5519;0.074789033;12.65432757;0.000508491;0.006799003
5520;0.075454779;12.65379207;0.000517584;0.006859525
5521;0.077373212;12.65403709;0.000544238;0.007033928
5522;0.077173187;12.65373626;0.000541427;0.007015744
5523;0.076305909;12.6539746;0.000529327;0.006936901
5524;0.075575139;12.65480015;0.000519237;0.006870467
5525;0.077428332;12.65420151;0.000545013;0.007038939
5526;0.078073838;12.65451225;0.000554139;0.007097622
5527;0.078098599;12.65470835;0.00055449;0.007099873
5528;0.076318397;12.65463788;0.0005295;0.006938036
5529;0.075910595;12.65415755;0.000523856;0.006900963
5530;0.077325628;12.65388624;0.000543568;0.007029603
5531;0.07804757;12.65389012;0.000553766;0.007095234
5532;0.077402279;12.65311974;0.000544647;0.007036571
5533;0.075987462;12.65364985;0.000524918;0.006907951
5534;0.076511747;12.65470038;0.000532186;0.006955613
5535;0.078730541;12.65475123;0.0005635;0.007157322
5536;0.078393792;12.65462431;0.00055869;0.007126708
5537;0.077162206;12.65473723;0.000541273;0.007014746
5538;0.076408397;12.65423017;0.000530749;0.006946218
5539;0.077714912;12.65327424;0.000549055;0.007064992
