#Digilent WaveForms Logger;;;;
#Device Name: Discovery;;;;
#Serial Number: SN:210244449844;;;;
#Date Time: 2017-02-04 17:52::30.935;;;;
;;;;
Time (s);C1 DC (V);C2 DC (V);Sense-Power (W);Current (A)
12504;0.46501291;12.77058665;0.01965791;0.042273901
12505;0.464811162;12.77072693;0.019640856;0.04225556
12506;0.463155195;12.77024488;0.019501158;0.042105018
12507;0.462502799;12.76997788;0.019446258;0.042045709
12508;0.464701999;12.77109263;0.019631632;0.042245636
12509;0.465170949;12.77106849;0.019671274;0.042288268
12510;0.463815989;12.77082843;0.019556843;0.04216509
12511;0.46165576;12.770394;0.019375095;0.041968705
12512;0.462960553;12.77034099;0.01948477;0.042087323
12513;0.464273312;12.77108875;0.019595428;0.042206665
12514;0.464148862;12.77081766;0.019584924;0.042195351
12515;0.461369395;12.77119542;0.019351065;0.041942672
12516;0.462981008;12.77151176;0.019486492;0.042089183
12517;0.46553332;12.77128915;0.019701934;0.042321211
12518;0.465604588;12.7718921;0.019707967;0.04232769
12519;0.464461065;12.77145961;0.01961128;0.042223733
12520;0.464315083;12.77167532;0.019598954;0.042210462
12521;0.467322996;12.77188758;0.019853708;0.042483909
12522;0.467777951;12.77193369;0.019892383;0.042525268
12523;0.466109711;12.77160916;0.019750751;0.04237361
12524;0.465073413;12.77172359;0.019663025;0.042279401
12525;0.467237732;12.77130079;0.019846463;0.042476157
12526;0.468745564;12.77149474;0.019974764;0.042613233
12527;0.468714344;12.77178544;0.019972103;0.042610395
12528;0.467021343;12.77162209;0.019828085;0.042456486
12529;0.468446926;12.77117947;0.01994932;0.042586084
12530;0.470228636;12.77090601;0.020101361;0.042748058
12531;0.469694231;12.77144065;0.020055697;0.042699476
12532;0.467657376;12.77183349;0.019882129;0.042514307
12533;0.467756204;12.77151844;0.019890533;0.042523291
12534;0.469262099;12.7719602;0.020018811;0.042660191
12535;0.469337458;12.77133031;0.020025241;0.042667042
12536;0.466910673;12.77156736;0.019818689;0.042446425
12537;0.466582967;12.77181948;0.019790879;0.042416633
12538;0.468608195;12.77185633;0.019963058;0.042600745
12539;0.46882846;12.77211234;0.01998183;0.042620769
12540;0.466536245;12.77169644;0.019786915;0.042412386
12541;0.465500162;12.77150228;0.019699127;0.042318197
12542;0.468062163;12.77198951;0.019916563;0.042551106
12543;0.469315927;12.77136027;0.020023404;0.042665084
12544;0.468704655;12.77201946;0.019971278;0.042609514
12545;0.467455413;12.77216923;0.01986496;0.042495947
12546;0.468635109;12.7720729;0.019965351;0.042603192
12547;0.470646342;12.77234378;0.020137089;0.042786031
12548;0.470699739;12.77238213;0.020141659;0.042790885
12549;0.468035895;12.77208432;0.019914327;0.042548718
12550;0.468153886;12.77200222;0.019924369;0.042559444
12551;0.470783065;12.77230068;0.02014879;0.04279846
12552;0.471097852;12.77247372;0.020175744;0.042827077
12553;0.468581496;12.77250626;0.019960784;0.042598318
12554;0.467846205;12.77225047;0.019898188;0.042531473
12555;0.469656766;12.77243278;0.020052498;0.04269607
12556;0.471132948;12.772397;0.02017875;0.042830268
12557;0.469300424;12.77194555;0.020022081;0.042663675
12558;0.46801544;12.7720673;0.019912587;0.042546858
12559;0.46933509;12.77215242;0.020025039;0.042666826
12560;0.470480767;12.77224788;0.020122923;0.042770979
12561;0.470388182;12.77185245;0.020115004;0.042762562
12562;0.468629726;12.77112085;0.019964893;0.042602702
12563;0.46984904;12.7720673;0.02006892;0.042713549
12564;0.4717791;12.77204101;0.020234138;0.042889009
12565;0.471711492;12.77213518;0.020228339;0.042882863
12566;0.46942509;12.77184491;0.02003272;0.042675008
12567;0.469737293;12.77210911;0.020059375;0.04270339
12568;0.472099269;12.77200093;0.020261611;0.042918115
12569;0.472076877;12.77207549;0.020259689;0.04291608
12570;0.469955835;12.77101526;0.020078044;0.042723258
12571;0.469322171;12.77142578;0.020023936;0.042665652
12572;0.471305628;12.77188779;0.020193545;0.042845966
12573;0.471700941;12.77136221;0.020227434;0.042881904
12574;0.470371388;12.77143763;0.020113568;0.042761035
12575;0.469859806;12.77176065;0.02006984;0.042714528
12576;0.471040148;12.77153891;0.020170802;0.042821832
12577;0.472262045;12.77140013;0.020275585;0.042932913
12578;0.471962331;12.77141005;0.020249858;0.042905666
12579;0.469894686;12.77117063;0.02007282;0.042717699
12580;0.470096434;12.77106957;0.02009006;0.042736039
12581;0.471803645;12.77201364;0.020236244;0.04289124
12582;0.471543763;12.77173285;0.020213956;0.042867615
12583;0.469198797;12.77115081;0.02001341;0.042654436
12584;0.469364587;12.77173135;0.020027556;0.042669508
12585;0.471604697;12.77128549;0.020219181;0.042873154
12586;0.471555606;12.77225995;0.020214972;0.042868691
12587;0.469408081;12.77202334;0.020031268;0.042673462
12588;0.468799393;12.7723552;0.019979352;0.042618127
12589;0.47168587;12.77200761;0.020226142;0.042880534
12590;0.472092595;12.77140358;0.020261038;0.042917509
12591;0.470914621;12.77183284;0.020160053;0.04281042
12592;0.469575594;12.7710547;0.020045567;0.04268869
12593;0.472033814;12.77157533;0.020255993;0.042912165
12594;0.473017361;12.77201946;0.020340493;0.043001578
12595;0.472374654;12.77145573;0.020285256;0.04294315
12596;0.470758304;12.77131114;0.020146671;0.042796209
12597;0.471247709;12.77126674;0.020188582;0.042840701
12598;0.472334606;12.77080731;0.020281816;0.04293951
12599;0.472834776;12.77085343;0.020324793;0.04298498
12600;0.470144018;12.77160701;0.020094127;0.042740365
12601;0.470378063;12.77230499;0.020114138;0.042761642
12602;0.472549487;12.77197765;0.020300274;0.042959044
12603;0.472551425;12.77154645;0.020300441;0.04295922
12604;0.470068228;12.77143116;0.020087649;0.042733475
12605;0.469584421;12.7709282;0.020046321;0.042689493
12606;0.471966422;12.77183177;0.020250209;0.042906038
12607;0.472605469;12.77198951;0.020305084;0.042964134
12608;0.471334049;12.77221146;0.020195981;0.04284855
12609;0.470309809;12.77168286;0.020108301;0.042755437
12610;0.471636132;12.77169364;0.020221876;0.042876012
12611;0.47277212;12.77165937;0.020319407;0.042979284
12612;0.472234485;12.77139539;0.020273219;0.042930408
12613;0.469849686;12.77142642;0.020068975;0.042713608
12614;0.470383015;12.77123981;0.020114562;0.042762092
12615;0.472048886;12.77141824;0.020257286;0.042913535
12616;0.471956302;12.77144323;0.020249341;0.042905118
12617;0.469306668;12.77174902;0.020022614;0.042664243
12618;0.468857958;12.77166799;0.019984344;0.042623451
12619;0.471794602;12.77181237;0.020235468;0.042890418
12620;0.472254725;12.77177423;0.020274957;0.042932248
12621;0.470462465;12.77155055;0.020121357;0.042769315
12622;0.469519397;12.77115275;0.020040769;0.042683582
12623;0.472371209;12.77077585;0.02028496;0.042942837
12624;0.472972576;12.7709838;0.020336642;0.042997507
12625;0.471775009;12.7711256;0.020233787;0.042888637
12626;0.470343613;12.77032849;0.020111192;0.04275851
12627;0.471585749;12.76967016;0.020217556;0.042871432
12628;0.472998629;12.7693842;0.020338882;0.042999875
12629;0.47217872;12.76906505;0.020268431;0.042925338
12630;0.470360192;12.76925296;0.02011261;0.042760017
12631;0.471342016;12.76939045;0.020196663;0.042849274
12632;0.472411472;12.76974493;0.020288418;0.042946497
12633;0.472075585;12.76974558;0.020259578;0.042915962
12634;0.469041404;12.76968158;0.019999985;0.042640128
12635;0.469357051;12.77012743;0.020026913;0.042668823
12636;0.471378619;12.76964645;0.0201998;0.042852602
12637;0.471777593;12.76921698;0.020234009;0.042888872
12638;0.469541359;12.76960292;0.020042644;0.042685578
12639;0.468480084;12.7695609;0.019952144;0.042589099
12640;0.4703589;12.76947945;0.0201125;0.0427599
12641;0.470665504;12.76973782;0.020138729;0.042787773
12642;0.468702071;12.76996667;0.019971057;0.042609279
12643;0.467092396;12.76982596;0.019834119;0.042462945
12644;0.468368122;12.76959215;0.019942609;0.04257892
12645;0.469342841;12.77017463;0.0200257;0.042667531
12646;0.468952264;12.77020997;0.019992384;0.042632024
12647;0.467257756;12.77099544;0.019848165;0.042477978
12648;0.467464026;12.77011644;0.019865692;0.04249673
12649;0.468760852;12.77017053;0.019976067;0.042614623
12650;0.468578913;12.77038279;0.019960563;0.042598083
12651;0.46550899;12.77046748;0.019699874;0.042318999
12652;0.465020015;12.77025479;0.01965851;0.042274547
12653;0.46729479;12.7699949;0.019851311;0.042481345
12654;0.46759838;12.77039141;0.019877113;0.042508944
12655;0.465490903;12.77058966;0.019698344;0.042317355
12656;0.464366973;12.77009101;0.019603335;0.042215179
12657;0.465922174;12.76998779;0.019734861;0.042356561
12658;0.465857796;12.77004145;0.019729408;0.042350709
12659;0.464366542;12.769629;0.019603299;0.04221514
12660;0.462200716;12.76977273;0.019420864;0.042018247
12661;0.463649337;12.77013433;0.019542792;0.04214994
12662;0.465080518;12.76993112;0.019663626;0.042280047
12663;0.464724392;12.76976196;0.019633524;0.042247672
12664;0.462557704;12.7701464;0.019450875;0.0420507
12665;0.463287828;12.76992746;0.019512328;0.042117075
12666;0.464836139;12.77012183;0.019642967;0.042257831
12667;0.464683482;12.77034853;0.019630067;0.042243953
12668;0.462274998;12.77019617;0.019427107;0.042025
12669;0.462191242;12.76982704;0.019420068;0.042017386
12670;0.464639774;12.76941674;0.019626374;0.042239979
12671;0.464239508;12.76946587;0.019592575;0.042203592
12672;0.461461549;12.76956909;0.019358796;0.04195105
12673;0.459021414;12.76926288;0.019154605;0.041729219
12674;0.459296368;12.7691534;0.019177559;0.041754215
12675;0.458963495;12.76928593;0.019149772;0.041723954
12676;0.456770324;12.76931589;0.018967193;0.041524575
12677;0.454360979;12.7690379;0.018767627;0.041305544
12678;0.454970528;12.76971692;0.018818016;0.041360957
12679;0.455415363;12.76926223;0.018854832;0.041401397
12680;0.454592439;12.76919004;0.018786753;0.041326585
12681;0.451462014;12.76906053;0.018528905;0.041042001
12682;0.45151132;12.7688168;0.018532952;0.041046484
12683;0.453947794;12.76927322;0.018733509;0.041267981
12684;0.45414825;12.76945725;0.018750058;0.041286205
12685;0.451334979;12.76910427;0.018518478;0.041030453
12686;0.450774091;12.76919241;0.01847248;0.040979463
12687;0.453170947;12.76912259;0.018669446;0.041197359
12688;0.453867483;12.76907992;0.018726881;0.04126068
12689;0.451962184;12.76917129;0.018569983;0.041087471
12690;0.45047739;12.76928119;0.018448171;0.04095249
12691;0.452264698;12.76998025;0.018594851;0.041114973
12692;0.453741956;12.76980872;0.018716524;0.041249269
12693;0.452585729;12.76948225;0.018621258;0.041144157
12694;0.450731674;12.76944173;0.018469004;0.040975607
12695;0.451902327;12.76919456;0.018565065;0.04108203
12696;0.454129087;12.76972037;0.018748475;0.041284462
12697;0.454164183;12.76955293;0.018751373;0.041287653
12698;0.451142705;12.76943656;0.018502704;0.041012973
12699;0.452292473;12.7694997;0.018597135;0.041117498
12700;0.455219429;12.76961865;0.018838612;0.041383584
12701;0.454753493;12.76926438;0.018800067;0.041341227
12702;0.453354178;12.76914155;0.018684546;0.041214016
12703;0.453291738;12.76904652;0.0186794;0.04120834
12704;0.45547156;12.76905729;0.018859486;0.041406505
12705;0.455733379;12.76913121;0.018881174;0.041430307
12706;0.454575214;12.76891528;0.01878533;0.041325019
12707;0.453420279;12.76878362;0.018689995;0.041220025
12708;0.454008297;12.76881874;0.018738503;0.041273482
12709;0.455127706;12.76876703;0.018831021;0.041375246
12710;0.454101527;12.76868363;0.0187462;0.041281957
12711;0.451945605;12.76882823;0.018568621;0.041085964
12712;0.452764007;12.76892865;0.018635931;0.041160364
12713;0.45454787;12.76869721;0.01878307;0.041322534
12714;0.454397797;12.76894222;0.018770669;0.041308891
12715;0.452074146;12.76874979;0.018579185;0.04109765
12716;0.451527253;12.76895278;0.01853426;0.041047932
12717;0.454114877;12.76882629;0.018747302;0.041283171
12718;0.455037705;12.76901183;0.018823574;0.041367064
12719;0.454023369;12.76902971;0.018739747;0.041274852
12720;0.454536458;12.76887542;0.018782127;0.041321496
12721;0.45870469;12.76847762;0.019128181;0.041700426
12722;0.460933818;12.76929283;0.019314544;0.041903074
12723;0.460837573;12.76963568;0.019306479;0.041894325
12724;0.460325776;12.7695025;0.01926362;0.041847798
12725;0.462328181;12.76925145;0.019431577;0.042029835
12726;0.464997408;12.76930317;0.019656599;0.042272492
12727;0.464698554;12.76972425;0.019631341;0.042245323
12728;0.462967228;12.76964796;0.019485332;0.04208793
12729;0.463711562;12.76923572;0.019548038;0.042155597
12730;0.465431047;12.76905708;0.019693278;0.042311913
12731;0.465347505;12.76918573;0.019686209;0.042304319
12732;0.462703039;12.76916957;0.0194631;0.042063913
12733;0.46221751;12.76915491;0.019422275;0.042019774
12734;0.465391429;12.76894287;0.019689926;0.042308312
12735;0.464982336;12.76867135;0.019655325;0.042271121
12736;0.462325597;12.76889072;0.01943136;0.0420296
12737;0.460791712;12.7681408;0.019302637;0.041890156
12738;0.461864398;12.76831298;0.019392611;0.041987673
12739;0.46242421;12.76842719;0.01943965;0.042038565
12740;0.460782238;12.76835393;0.019301843;0.041889294
12741;0.45836708;12.76864915;0.019100035;0.041669735
12742;0.460458193;12.76887865;0.019274704;0.041859836
12743;0.461385543;12.76866359;0.01935242;0.04194414
12744;0.460977311;12.76891981;0.019318189;0.041907028
12745;0.458267821;12.7685873;0.019091763;0.041660711
12746;0.458478827;12.76860541;0.019109349;0.041679893
12747;0.460053406;12.76888792;0.019240831;0.041823037
12748;0.458801365;12.76881293;0.019136245;0.041709215
12749;0.455336343;12.76872867;0.01884829;0.041394213
12750;0.454328251;12.76846059;0.018764924;0.041302568
12751;0.456815754;12.76857373;0.018970967;0.041528705
12752;0.455472852;12.76888512;0.018859593;0.041406623
12753;0.453750353;12.76846016;0.018717217;0.041250032
12754;0.451862494;12.76796431;0.018561792;0.041078409
12755;0.453512863;12.76736912;0.018697629;0.041228442
12756;0.453893536;12.76728443;0.018729031;0.041263049
12757;0.45250068;12.76747967;0.018614261;0.041136425
12758;0.45050129;12.76741416;0.018450128;0.040954663
12759;0.451545985;12.76769387;0.018535798;0.041049635
12760;0.452864773;12.76764819;0.018644228;0.041169525
12761;0.451839456;12.76788889;0.018559899;0.041076314
12762;0.448060294;12.76683815;0.01825073;0.040732754
12763;0.44857123;12.76725836;0.018292377;0.040779203
12764;0.451074021;12.76697197;0.01849707;0.041006729
12765;0.451198687;12.76726073;0.018507296;0.041018062
12766;0.448429555;12.76689224;0.018280824;0.040766323
12767;0.448006466;12.76653883;0.018246345;0.040727861
12768;0.450068297;12.76636234;0.018414679;0.0409153
12769;0.449759108;12.76612896;0.018389387;0.040887192
12770;0.448364961;12.76666468;0.018275558;0.040760451
12771;0.447182896;12.76714307;0.018179322;0.040652991
12772;0.448768456;12.7669877;0.018308466;0.040797132
12773;0.449783439;12.76659658;0.018391377;0.040889404
12774;0.44825429;12.76677673;0.018266537;0.04075039
12775;0.445015347;12.76628002;0.018003514;0.040455941
12776;0.445798438;12.76613155;0.018066932;0.040527131
12777;0.447127776;12.76602315;0.018174841;0.04064798
12778;0.447135958;12.76620266;0.018175506;0.040648723
12779;0.444192423;12.76637247;0.017936992;0.040381129
12780;0.444334099;12.76676251;0.017948436;0.040394009
12781;0.447108398;12.76620934;0.018173265;0.040646218
12782;0.4470128;12.76573957;0.018165495;0.040637527
12783;0.443999073;12.76595118;0.01792138;0.040363552
12784;0.443314164;12.76579667;0.017866132;0.040301288
12785;0.445360278;12.7661281;0.018031434;0.040487298
12786;0.445210205;12.76619986;0.018019284;0.040473655
12787;0.443452826;12.76608522;0.01787731;0.040313893
12788;0.441514799;12.76606604;0.017721393;0.040137709
12789;0.442455284;12.76592295;0.017796971;0.040223208
12790;0.443503424;12.76603177;0.01788139;0.040318493
12791;0.442502652;12.76645565;0.017800782;0.040227514
12792;0.440188045;12.7661656;0.017615047;0.040017095
12793;0.441028839;12.76618327;0.017682403;0.040093531
12794;0.443103589;12.76610935;0.017849163;0.040282144
12795;0.442648634;12.76566888;0.017812528;0.040240785
12796;0.439220216;12.76564927;0.017537673;0.039929111
12797;0.438313105;12.76565983;0.017465307;0.039846646
12798;0.440149935;12.76565854;0.017611997;0.04001363
12799;0.439748377;12.76556071;0.017579876;0.039977125
12800;0.436717425;12.76556329;0.017338374;0.039701584
12801;0.43556895;12.76545296;0.017247301;0.039597177
12802;0.436542377;12.76542193;0.017324477;0.039685671
12803;0.436074933;12.76545339;0.017287395;0.039643176
12804;0.434497555;12.76548291;0.017162557;0.039499778
12805;0.432948599;12.76497414;0.017040408;0.039358964
12806;0.434037218;12.76513101;0.01712621;0.039457929
12807;0.434932917;12.76542236;0.017196967;0.039539356
12808;0.433870781;12.7652323;0.017113078;0.039442798
12809;0.431780099;12.7649737;0.01694855;0.039252736
12810;0.432122445;12.76508123;0.016975437;0.039283859
12811;0.433359845;12.76491811;0.017072796;0.03939635
12812;0.432980895;12.76513144;0.017042951;0.0393619
12813;0.429905159;12.7644966;0.016801677;0.039082287
12814;0.429334796;12.76472826;0.016757124;0.039030436
12815;0.432164646;12.7645091;0.016978753;0.039287695
12816;0.431838018;12.76468106;0.016953098;0.039258002
12817;0.429564319;12.76518101;0.016775046;0.039051302
12818;0.429122498;12.76479872;0.016740556;0.039011136
12819;0.430055447;12.76488815;0.016813426;0.03909595
12820;0.430771145;12.76531849;0.016869434;0.039161013
12821;0.430071165;12.76516355;0.016814655;0.039097379
12822;0.428402709;12.76522971;0.016684444;0.038945701
12823;0.428490772;12.76495323;0.016691304;0.038953707
12824;0.429832168;12.76489828;0.016795972;0.039075652
12825;0.42993035;12.76488686;0.016803646;0.039084577
12826;0.427421531;12.76500775;0.016608106;0.038856503
12827;0.427566436;12.76457957;0.016619369;0.038869676
12828;0.429776617;12.76517282;0.016791631;0.039070602
12829;0.429929489;12.76498599;0.016803579;0.039084499
12830;0.428228737;12.76521829;0.016670896;0.038929885
12831;0.427051194;12.76526031;0.016579338;0.038822836
12832;0.428887593;12.76526419;0.016722233;0.038989781
12833;0.429158025;12.7650696;0.016743328;0.039014366
12834;0.427773997;12.76514502;0.016635508;0.038888545
12835;0.425933292;12.76477093;0.016492652;0.038721208
12836;0.427364689;12.76500021;0.016603689;0.038851335
12837;0.428155961;12.76500883;0.01666523;0.038923269
12838;0.427362536;12.76462978;0.016603522;0.03885114
12839;0.425463911;12.76432292;0.016456322;0.038678537
12840;0.42601102;12.76434533;0.016498672;0.038728275
12841;0.427515192;12.76435007;0.016615385;0.038865017
12842;0.427417871;12.76426322;0.016607821;0.03885617
12843;0.424923693;12.7640083;0.016414559;0.038629427
12844;0.424778357;12.76424103;0.016403332;0.038616214
12845;0.427016098;12.7644701;0.016576613;0.038819645
12846;0.426808968;12.76442355;0.016560536;0.038800815
12847;0.425054818;12.76439726;0.016424691;0.038641347
12848;0.423501555;12.76479829;0.01630487;0.038500141
12849;0.425337523;12.76462654;0.016446546;0.038667048
12850;0.425305011;12.76475886;0.016444032;0.038664092
12851;0.424131559;12.76514416;0.016353416;0.038557414
12852;0.42235351;12.76500883;0.01621659;0.038395774
12853;0.424322541;12.76477437;0.016368147;0.038574776
12854;0.424888382;12.76489656;0.016411831;0.038626217
12855;0.424183234;12.76441062;0.016357401;0.038562112
12856;0.421692501;12.76435136;0.01616587;0.038335682
12857;0.42163695;12.76449919;0.016161611;0.038330632
12858;0.423138108;12.76477847;0.016276896;0.038467101
12859;0.422866814;12.764555;0.016256031;0.038442438
12860;0.420267348;12.76476123;0.016056786;0.038206123
12861;0.420473618;12.76451858;0.016072551;0.038224874
12862;0.422592076;12.76474011;0.016234915;0.038417461
12863;0.422627387;12.76472653;0.016237628;0.038420672
12864;0.420518618;12.76476166;0.016075992;0.038228965
12865;0.418892364;12.76487242;0.015951892;0.038081124
12866;0.420300722;12.7650446;0.016059336;0.038209157
12867;0.421168215;12.76478623;0.016125697;0.03828802
12868;0.419624211;12.76497241;0.01600768;0.038147656
12869;0.418263006;12.76483256;0.015903995;0.03802391
12870;0.418728727;12.76462676;0.015939431;0.038066248
12871;0.4202062;12.76373117;0.016052114;0.038200564
12872;0.419442702;12.76250243;0.015993835;0.038131155
12873;0.417053812;12.7629513;0.015812171;0.037913983
12874;0.417286134;12.76303642;0.015829793;0.037935103
12875;0.418979781;12.76320214;0.015958551;0.038089071
12876;0.418576501;12.76382426;0.015927844;0.038052409
12877;0.415776149;12.76343099;0.015715437;0.037797832
12878;0.414962268;12.7635243;0.015653971;0.037723843
12879;0.416658068;12.7629972;0.015782177;0.037878006
12880;0.416765509;12.7632364;0.015790317;0.037887774
12881;0.415621339;12.76322907;0.015703736;0.037783758
12882;0.414156569;12.76290993;0.015593242;0.037650597
12883;0.415376744;12.76327066;0.015685258;0.037761522
12884;0.41588725;12.76420526;0.015723837;0.037807932
12885;0.414946766;12.76408695;0.015652802;0.037722433
12886;0.412294764;12.76391951;0.015453361;0.037481342
12887;0.412959433;12.76353206;0.015503227;0.037541767
12888;0.414209536;12.76381995;0.015597231;0.037655412
12889;0.413878386;12.7636717;0.015572302;0.037625308
12890;0.411137891;12.76375854;0.01536676;0.037376172
12891;0.410867674;12.76326398;0.015346568;0.037351607
12892;0.412736369;12.76343789;0.015486483;0.037521488
12893;0.412552493;12.76351654;0.015472687;0.037504772
12894;0.409908673;12.76336268;0.015275011;0.037264425
12895;0.408969695;12.76380336;0.01520511;0.037179063
12896;0.410198698;12.76366178;0.015296634;0.037290791
12897;0.410076185;12.76362881;0.015287498;0.037279653
12898;0.408914791;12.76318404;0.015201028;0.037174072
12899;0.406659394;12.76349607;0.015033806;0.036969036
12900;0.407303609;12.76320623;0.015081475;0.037027601
12901;0.408706584;12.76386564;0.015185552;0.037155144
12902;0.408291462;12.76343228;0.01515472;0.037117406
12903;0.405825705;12.76372449;0.014972228;0.036893246
12904;0.405947572;12.76357645;0.014981221;0.036904325
12905;0.40800445;12.76389904;0.015133421;0.037091314
12906;0.407653276;12.76393158;0.015107381;0.037059389
12907;0.404410026;12.76433628;0.014867952;0.036764548
12908;0.403995335;12.76398157;0.014837476;0.036726849
12909;0.40604963;12.76393352;0.014988755;0.036913603
12910;0.405812571;12.76341892;0.014971258;0.036892052
12911;0.404018158;12.76389452;0.014839152;0.036728923
12912;0.402385445;12.76372083;0.014719459;0.036580495
12913;0.403891554;12.76362084;0.014829853;0.036717414
12914;0.404940556;12.76369605;0.014906987;0.036812778
12915;0.404050239;12.7637316;0.014841509;0.03673184
12916;0.402168625;12.76385249;0.0147036;0.036560784
12917;0.402642743;12.76438821;0.014738289;0.036603886
12918;0.404801464;12.76430977;0.014896748;0.036800133
12919;0.404208709;12.76390227;0.014853153;0.036746246
12920;0.401009814;12.76396886;0.014618988;0.036455438
12921;0.400975579;12.76469507;0.014616492;0.036452325
12922;0.403703802;12.76455716;0.014816069;0.036700346
12923;0.40357483;12.7639277;0.014806604;0.036688621
12924;0.401417185;12.76392705;0.014648705;0.036492471
12925;0.400798593;12.76408738;0.014603592;0.036436236
12926;0.402293721;12.76426753;0.014712749;0.036572156
12927;0.402976692;12.76432335;0.014762747;0.036634245
12928;0.401378429;12.76416905;0.014645877;0.036488948
12929;0.400168374;12.7637469;0.014557702;0.036378943
12930;0.401593956;12.76406605;0.01466161;0.036508541
12931;0.402825543;12.76339479;0.014751674;0.036620504
12932;0.402304272;12.76320127;0.014713521;0.036573116
12933;0.400640769;12.76383482;0.014592093;0.036421888
12934;0.401272495;12.764121;0.014638147;0.036479318
12935;0.40314722;12.76449294;0.014775244;0.036649747
12936;0.403069276;12.76473386;0.014769531;0.036642661
12937;0.400984623;12.76400808;0.014617152;0.036453148
12938;0.400903234;12.76361287;0.014611218;0.036445749
12939;0.403447796;12.76450759;0.014797284;0.036677072
12940;0.403483537;12.76437269;0.014799906;0.036680322
12941;0.40131728;12.76420633;0.014641414;0.036483389
12942;0.400794286;12.76493513;0.014603278;0.036435844
12943;0.402737696;12.76527863;0.014745241;0.036612518
12944;0.404132058;12.7653409;0.01484752;0.036739278
12945;0.403210306;12.76521269;0.014779868;0.036655482
12946;0.401333429;12.76545749;0.014642593;0.036484857
12947;0.402963773;12.76520148;0.0147618;0.03663307
12948;0.404817182;12.76509567;0.014897905;0.036801562
12949;0.404858953;12.76516614;0.014900979;0.036805359
12950;0.402561355;12.7650293;0.014732331;0.036596487
12951;0.402769131;12.76522863;0.014747543;0.036615376
12952;0.405851542;12.76538163;0.014974134;0.036895595
12953;0.405788025;12.76539198;0.014969447;0.03688982
12954;0.404120862;12.76523014;0.014846697;0.03673826
12955;0.403601744;12.76520687;0.014808579;0.036691068
12956;0.406138338;12.76517196;0.014995305;0.036921667
12957;0.406396713;12.76515321;0.01501439;0.036945156
12958;0.405363645;12.76503555;0.014938153;0.03685124
12959;0.40377464;12.76534909;0.014821269;0.036706785
12960;0.405558718;12.76516183;0.014952534;0.036868974
12961;0.407384566;12.76513209;0.015087471;0.037034961
12962;0.406984731;12.76554261;0.01505787;0.036998612
12963;0.405407999;12.76541633;0.014941422;0.036855273
12964;0.406375397;12.76563699;0.015012815;0.036943218
12965;0.408792493;12.76578396;0.015191937;0.037162954
12966;0.408740818;12.76587059;0.015188096;0.037158256
12967;0.406748749;12.76597208;0.015040413;0.036977159
12968;0.407244828;12.76617012;0.015077123;0.037022257
12969;0.410595088;12.76608155;0.015326211;0.037326826
12970;0.410318627;12.76645199;0.01530558;0.037301693
12971;0.408976801;12.7660585;0.015205639;0.037179709
12972;0.408133207;12.76594838;0.015142974;0.037103019
12973;0.4103309;12.76573375;0.015306495;0.037302809
12974;0.411477438;12.76587339;0.015392153;0.03740704
12975;0.410958966;12.76563441;0.015353388;0.037359906
12976;0.409696805;12.76575853;0.015259225;0.037245164
12977;0.411418012;12.76585852;0.015387707;0.037401637
12978;0.412635603;12.76602552;0.015478922;0.037512328
12979;0.412488545;12.76602854;0.015467891;0.037498959
12980;0.410764754;12.7660488;0.01533888;0.03734225
12981;0.411395404;12.76628606;0.015386016;0.037399582
12982;0.413174745;12.76607099;0.015519397;0.03756134
12983;0.413696447;12.76601777;0.015558614;0.037608768
12984;0.41231608;12.76612594;0.015454959;0.03748328
12985;0.411954786;12.76574689;0.015427886;0.037450435
12986;0.414466189;12.76594967;0.015616566;0.037678744
12987;0.414973895;12.76591584;0.015654849;0.0377249
12988;0.41400542;12.76653473;0.015581863;0.037636856
12989;0.413408359;12.76622399;0.015536952;0.037582578
12990;0.415350261;12.76605182;0.015683258;0.037759115
12991;0.416732135;12.76662632;0.015787788;0.03788474
12992;0.416063806;12.76647353;0.01573719;0.037823982
12993;0.414797769;12.76640458;0.015641563;0.037708888
12994;0.415684856;12.76658365;0.015708536;0.037789532
12995;0.417247162;12.76697305;0.015826836;0.03793156
12996;0.417537834;12.76704287;0.015848895;0.037957985
12997;0.414997149;12.76747795;0.015656603;0.037727014
12998;0.41585969;12.76749346;0.015721753;0.037805426
12999;0.418591573;12.76688362;0.015928991;0.038053779
13000;0.418677052;12.76663882;0.015935498;0.03806155
13001;0.417481207;12.76690926;0.015844596;0.037952837
13002;0.417364292;12.76663968;0.015835723;0.037942208
13003;0.419594282;12.76668536;0.016005397;0.038144935
13004;0.420469957;12.76695214;0.016072271;0.038224542
13005;0.419792369;12.76737257;0.016020512;0.038162943
13006;0.418872555;12.76714092;0.015950383;0.038079323
13007;0.420884218;12.76703856;0.016103957;0.038262202
13008;0.422024297;12.76744929;0.016191319;0.038365845
13009;0.420843094;12.76725814;0.01610081;0.038258463
13010;0.419217701;12.7672631;0.01597668;0.0381107
13011;0.420744265;12.76671812;0.016093249;0.038249479
13012;0.422962413;12.76639941;0.016263382;0.038451128
13013;0.423185261;12.76697499;0.016280524;0.038471387
13014;0.420814672;12.76728465;0.016098635;0.038255879
13015;0.420857735;12.76710708;0.01610193;0.038259794
13016;0.422753775;12.76758828;0.016247341;0.038432161
13017;0.422988681;12.76708553;0.016265402;0.038453516
